EPC,Ant,Time,Frequency,RSSI,Phase,Time-int,time,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-35,16,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-35,16,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-35,16,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-44,14,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-44,14,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-44,14,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-44,14,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-70,0,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-70,0,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-70,0,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-70,0,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-73,143,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-73,143,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-73,143,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-73,143,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,925750,-55,143,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,925750,-55,143,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,925750,-55,143,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,925750,-55,143,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,925750,-55,146,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,925750,-55,146,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,925750,-55,146,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,925750,-55,146,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-36,171,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-36,171,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-36,171,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-36,171,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-44,165,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-44,165,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-44,165,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-44,165,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-74,163,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-74,163,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-74,163,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-74,163,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-70,16,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-70,16,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-70,16,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-70,16,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,925750,-56,140,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,925750,-56,140,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,925750,-56,140,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,925750,-56,140,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,925750,-54,154,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,925750,-54,154,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,925750,-54,154,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,925750,-54,154,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-37,151,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-37,151,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-37,151,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,925750,-37,151,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-45,143,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-45,143,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-45,143,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,925750,-45,143,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-73,160,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-73,160,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-73,160,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,925750,-73,160,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-69,19,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-69,19,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-69,19,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,925750,-69,19,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-57,67,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-57,67,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-57,67,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-57,67,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,87,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,87,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,87,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,87,25573.75204,,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-79,129,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-79,129,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-79,129,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-79,129,25573.75204,10370.37036,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,920250,-44,42,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,920250,-44,42,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,920250,-44,42,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,920250,-44,42,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,920250,-41,30,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,920250,-41,30,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,920250,-41,30,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,920250,-41,30,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,920250,-70,157,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,920250,-70,157,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,920250,-70,157,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,920250,-70,157,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,920250,-70,11,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,920250,-70,11,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,920250,-70,11,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,920250,-70,11,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,59,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,59,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,59,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,59,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-66,56,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-66,56,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-66,56,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-66,56,25573.75204,,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-78,59,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-78,59,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-78,59,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-78,59,25573.75204,10370.37036,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,920250,-51,140,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,920250,-51,140,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,920250,-51,140,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,920250,-51,140,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,920250,-43,8,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,920250,-43,8,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,920250,-43,8,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,920250,-43,8,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,920250,-70,140,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,920250,-70,140,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,920250,-70,140,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,920250,-70,140,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,920250,-74,33,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,920250,-74,33,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,920250,-74,33,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,920250,-74,33,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,59,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,59,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,59,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,920250,-56,59,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-68,70,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-68,70,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-68,70,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,920250,-68,70,25573.75204,,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-79,61,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-79,61,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-79,61,25573.75204,10370.37036,
E2801160600002073A4A0539,3,1970/1/5 18:02:56,920250,-79,61,25573.75204,10370.37036,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,914750,-68,0,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,914750,-68,0,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,914750,-68,0,25573.75204,,
E2801160600002073A4A0529,3,1970/1/5 18:02:56,914750,-68,0,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,914750,-55,14,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,914750,-55,14,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,914750,-55,14,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:56,914750,-55,14,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,914750,-50,92,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,914750,-50,92,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,914750,-50,92,25573.75204,,
E2801160600002073A4A0529,1,1970/1/5 18:02:56,914750,-50,92,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,914750,-39,146,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,914750,-39,146,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,914750,-39,146,25573.75204,,
E2801160600002073A4A0519,1,1970/1/5 18:02:56,914750,-39,146,25573.75204,,
E2801160600002073A4A0539,1,1970/1/5 18:02:56,914750,-79,115,25573.75204,10370.37036,
E2801160600002073A4A0539,1,1970/1/5 18:02:56,914750,-79,115,25573.75204,10370.37036,
E2801160600002073A4A0539,1,1970/1/5 18:02:56,914750,-79,115,25573.75204,10370.37036,
E2801160600002073A4A0539,1,1970/1/5 18:02:56,914750,-79,115,25573.75204,10370.37036,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,914750,-76,174,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,914750,-76,174,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,914750,-76,174,25573.75204,,
E2801160600002073A4A0529,2,1970/1/5 18:02:56,914750,-76,174,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,914750,-76,137,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,914750,-76,137,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,914750,-76,137,25573.75204,,
E2801160600002073A4A0519,2,1970/1/5 18:02:56,914750,-76,137,25573.75204,,
E2801160600002073A4A0519,3,1970/1/5 18:02:57,914750,-56,16,25573.75205,,
E2801160600002073A4A0519,3,1970/1/5 18:02:57,914750,-56,16,25573.75205,,
E2801160600002073A4A0519,3,1970/1/5 18:02:57,914750,-56,16,25573.75205,,
E2801160600002073A4A0519,3,1970/1/5 18:02:57,914750,-56,16,25573.75205,,
E2801160600002073A4A0529,3,1970/1/5 18:02:57,914750,-64,39,25573.75205,,
E2801160600002073A4A0529,3,1970/1/5 18:02:57,914750,-64,39,25573.75205,,
E2801160600002073A4A0529,3,1970/1/5 18:02:57,914750,-64,39,25573.75205,,
E2801160600002073A4A0529,3,1970/1/5 18:02:57,914750,-64,39,25573.75205,,
E2801160600002073A4A0539,3,1970/1/5 18:02:57,914750,-79,149,25573.75205,10486.1111,
E2801160600002073A4A0539,3,1970/1/5 18:02:57,914750,-79,149,25573.75205,10486.1111,
E2801160600002073A4A0539,3,1970/1/5 18:02:57,914750,-79,149,25573.75205,10486.1111,
E2801160600002073A4A0539,3,1970/1/5 18:02:57,914750,-79,149,25573.75205,10486.1111,
E200497E93D2893134FFAA24,3,1970/1/5 18:02:57,914750,-80,135,25573.75205,,
E200497E93D2893134FFAA24,3,1970/1/5 18:02:57,914750,-80,135,25573.75205,,
E200497E93D2893134FFAA24,3,1970/1/5 18:02:57,914750,-80,135,25573.75205,,
E200497E93D2893134FFAA24,3,1970/1/5 18:02:57,914750,-80,135,25573.75205,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-38,115,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-38,115,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-38,115,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-38,115,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-38,115,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-48,30,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-48,30,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-48,30,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-48,30,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-48,30,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-75,120,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-75,120,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-75,120,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-75,120,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-75,120,25573.75213,,
E2801160600002073A4A0529,2,1970/1/5 18:03:04,908750,-75,165,25573.75213,,
E2801160600002073A4A0529,2,1970/1/5 18:03:04,908750,-75,165,25573.75213,,
E2801160600002073A4A0529,2,1970/1/5 18:03:04,908750,-75,165,25573.75213,,
E2801160600002073A4A0529,2,1970/1/5 18:03:04,908750,-75,165,25573.75213,,
E2801160600002073A4A0529,2,1970/1/5 18:03:04,908750,-75,165,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-53,157,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-53,157,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-53,157,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-53,157,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-53,157,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-68,8,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-68,8,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-68,8,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-68,8,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-68,8,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-40,129,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-40,129,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-40,129,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-40,129,25573.75213,,
E2801160600002073A4A0519,1,1970/1/5 18:03:04,908750,-40,129,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-45,146,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-45,146,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-45,146,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-45,146,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:04,908750,-45,146,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-76,146,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-76,146,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-76,146,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-76,146,25573.75213,,
E2801160600002073A4A0519,2,1970/1/5 18:03:04,908750,-76,146,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-54,16,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-54,16,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-54,16,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-54,16,25573.75213,,
E2801160600002073A4A0519,3,1970/1/5 18:03:04,908750,-54,16,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-57,174,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-57,174,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-57,174,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-57,174,25573.75213,,
E2801160600002073A4A0529,3,1970/1/5 18:03:04,908750,-57,174,25573.75213,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,908750,-38,163,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,908750,-38,163,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,908750,-38,163,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,908750,-38,163,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,908750,-38,163,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,908750,-42,171,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,908750,-42,171,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,908750,-42,171,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,908750,-42,171,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,908750,-42,171,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,908750,-74,123,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,908750,-74,123,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,908750,-74,123,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,908750,-74,123,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,908750,-74,123,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,908750,-56,14,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,908750,-56,14,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,908750,-56,14,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,908750,-56,14,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,908750,-56,14,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,908750,-66,2,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,908750,-66,2,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,908750,-66,2,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,908750,-66,2,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,908750,-66,2,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-46,154,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-46,154,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-46,154,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-46,154,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-46,154,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-74,19,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-74,19,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-74,19,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-74,19,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-74,19,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-79,64,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-79,64,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-79,64,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-79,64,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-79,64,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,160,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,160,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,160,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,160,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,160,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-72,98,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-72,98,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-72,98,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-72,98,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-72,98,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-51,11,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-51,11,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-51,11,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-51,11,25573.75214,,
E2801160600002073A4A0519,1,1970/1/5 18:03:05,924750,-51,11,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-52,115,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-52,115,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-52,115,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-52,115,25573.75214,,
E2801160600002073A4A0529,1,1970/1/5 18:03:05,924750,-52,115,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0519,2,1970/1/5 18:03:05,924750,-76,22,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-82,64,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-82,64,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-82,64,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-82,64,25573.75214,,
E2801160600002073A4A0529,2,1970/1/5 18:03:05,924750,-82,64,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,0,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,0,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,0,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,0,25573.75214,,
E2801160600002073A4A0519,3,1970/1/5 18:03:05,924750,-60,0,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-68,106,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-68,106,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-68,106,25573.75214,,
E2801160600002073A4A0529,3,1970/1/5 18:03:05,924750,-68,106,25573.75214,,
