EPC,Ant,Time,Frequency,RSSI,Phase
E2801160600002073A4A0519,1,1970/1/5 18:57,916750,-42,64
E2801160600002073A4A0529,1,1970/1/5 18:57,916750,-40,95
E2801160600002073A4A0529,2,1970/1/5 18:57,916750,-62,115
E2801160600002073A4A0519,2,1970/1/5 18:57,916750,-56,123
E2801160600002073A4A0519,3,1970/1/5 18:57,916750,-59,137
E2801160600002073A4A0529,3,1970/1/5 18:57,916750,-66,120
E2801160600002073A4A0539,3,1970/1/5 18:57,916750,-79,64
