EPC,Ant,Time,Frequency,RSSI,Phase
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-55,129
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-55,129
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-55,129
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-55,129
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-55,129
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-55,129
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-58,132
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-58,132
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-58,132
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-58,132
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-58,132
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-58,132
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-64,177
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-64,177
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-64,177
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-64,177
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-64,177
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-64,177
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-69,0
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-69,0
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-69,0
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-69,0
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-69,0
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-69,0
E2801160600002073A4A0519,3,1970/1/5 19:30,922750,-67,151
E2801160600002073A4A0519,3,1970/1/5 19:30,922750,-67,151
E2801160600002073A4A0519,3,1970/1/5 19:30,922750,-67,151
E2801160600002073A4A0519,3,1970/1/5 19:30,922750,-67,151
E2801160600002073A4A0519,3,1970/1/5 19:30,922750,-67,151
E2801160600002073A4A0519,3,1970/1/5 19:30,922750,-67,151
E2801160600002073A4A0529,3,1970/1/5 19:30,922750,-61,174
E2801160600002073A4A0529,3,1970/1/5 19:30,922750,-61,174
E2801160600002073A4A0529,3,1970/1/5 19:30,922750,-61,174
E2801160600002073A4A0529,3,1970/1/5 19:30,922750,-61,174
E2801160600002073A4A0529,3,1970/1/5 19:30,922750,-61,174
E2801160600002073A4A0529,3,1970/1/5 19:30,922750,-61,174
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-60,135
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-60,135
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-60,135
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-60,135
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-60,135
E2801160600002073A4A0519,1,1970/1/5 19:30,922750,-60,135
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-57,115
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-57,115
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-57,115
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-57,115
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-57,115
E2801160600002073A4A0529,1,1970/1/5 19:30,922750,-57,115
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-68,2
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-68,2
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-68,2
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-68,2
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-68,2
E2801160600002073A4A0519,2,1970/1/5 19:30,922750,-68,2
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-63,0
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-63,0
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-63,0
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-63,0
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-63,0
E2801160600002073A4A0529,2,1970/1/5 19:30,922750,-63,0
