EPC,Ant,Time,Frequency,RSSI,Phase
E2801160600002073A4A0529,3,25580.30347,921750,-60,11
E2801160600002073A4A0529,1,25580.34514,921750,-51,98
E2801160600002073A4A0519,1,25580.38681,921750,-53,87
E2801160600002073A4A0519,2,25580.42847,921750,-68,171
E2801160600002073A4A0529,2,25580.47014,921750,-64,14
E2801160600002073A4A0529,3,25580.51181,921750,-60,19
E2801160600002073A4A0519,3,25580.55347,921750,-66,174
E2801160600002073A4A0529,1,25580.59514,921750,-51,92
E2801160600002073A4A0519,1,25580.63681,921750,-53,92
E2801160600002073A4A0519,2,25580.67847,921750,-67,157
E2801160600002073A4A0529,2,25580.72014,921750,-64,16
E2801160600002073A4A0519,3,25580.76181,913750,-68,157
E2801160600002073A4A0529,3,25580.80347,913750,-62,36
E2801160600002073A4A0529,1,25580.84514,913750,-49,78
E2801160600002073A4A0519,1,25580.88681,913750,-52,95
E2801160600002073A4A0529,2,25580.92847,913750,-63,14
E2801160600002073A4A0519,2,25580.97014,913750,-67,149
E2801160600002073A4A0519,3,25581.01181,913750,-68,157
E2801160600002073A4A0529,3,25581.05347,913750,-62,30
E2801160600002073A4A0519,1,25581.09514,913750,-52,101
E2801160600002073A4A0529,1,25581.13681,913750,-49,90
E2801160600002073A4A0519,2,25581.17847,913750,-67,160
E2801160600002073A4A0529,2,25581.22014,913750,-63,14
E2801160600002073A4A0529,1,25581.26181,925250,-51,25
E2801160600002073A4A0519,1,25581.30347,925250,-53,39
E2801160600002073A4A0519,2,25581.34514,925250,-67,67
E2801160600002073A4A0529,2,25581.38681,925250,-62,120
E2801160600002073A4A0519,3,25581.42847,925250,-65,109
E2801160600002073A4A0529,3,25581.47014,925250,-60,115
E2801160600002073A4A0519,1,25581.51181,925250,-53,39
E2801160600002073A4A0529,1,25581.55347,925250,-52,33
E2801160600002073A4A0529,2,25581.59514,925250,-62,112
E2801160600002073A4A0519,2,25581.63681,925250,-67,61
E2801160600002073A4A0529,3,25581.67847,925250,-60,126
E2801160600002073A4A0519,3,25581.72014,925250,-65,112
E2801160600002073A4A0529,1,25581.76181,925250,-52,33
E2801160600002073A4A0519,1,25581.80347,925250,-53,28
E2801160600002073A4A0529,2,25581.84514,925250,-62,104
E2801160600002073A4A0519,2,25581.88681,925250,-67,84
E2801160600002073A4A0529,3,25581.92847,925250,-61,120
E2801160600002073A4A0519,3,25581.97014,925250,-66,104
E2801160600002073A4A0519,1,25582.01181,910750,-51,168
E2801160600002073A4A0529,1,25582.05347,910750,-49,157
E2801160600002073A4A0519,2,25582.09514,910750,-67,59
E2801160600002073A4A0529,2,25582.13681,910750,-61,95
E2801160600002073A4A0519,3,25582.17847,910750,-66,56
E2801160600002073A4A0529,3,25582.22014,910750,-61,115
E2801160600002073A4A0529,1,25582.26181,910750,-49,154
E2801160600002073A4A0519,1,25582.30347,910750,-51,171
E2801160600002073A4A0529,2,25582.34514,910750,-61,95
E2801160600002073A4A0519,2,25582.38681,910750,-67,67
E2801160600002073A4A0529,3,25582.42847,910750,-61,132
E2801160600002073A4A0519,3,25582.47014,910750,-66,42
E2801160600002073A4A0529,1,25582.51181,910750,-49,149
E2801160600002073A4A0519,1,25582.55347,910750,-51,165
E2801160600002073A4A0519,2,25582.59514,910750,-67,53
E2801160600002073A4A0529,2,25582.63681,910750,-61,112
E2801160600002073A4A0529,3,25582.67847,910750,-61,104
E2801160600002073A4A0519,3,25582.72014,910750,-66,50
E2801160600002073A4A0519,1,25582.76181,916250,-54,30
E2801160600002073A4A0529,1,25582.80347,916250,-51,25
E2801160600002073A4A0529,2,25582.84514,916250,-62,140
E2801160600002073A4A0519,2,25582.88681,916250,-66,126
E2801160600002073A4A0519,3,25582.92847,916250,-67,123
E2801160600002073A4A0529,3,25582.97014,916250,-62,140
E2801160600002073A4A0519,1,25583.01181,916250,-53,56
E2801160600002073A4A0529,1,1:17:00,916250,-51,16
E2801160600002073A4A0529,2,2:17:00,916250,-62,135
E2801160600002073A4A0519,2,3:17:00,916250,-67,120
E2801160600002073A4A0529,3,4:17:00,916250,-62,163
E2801160600002073A4A0519,3,5:17:00,916250,-68,118
