EPC,Ant,Time,Frequency,RSSI,Phase
E2801160600002073A4A0519,1,1970/1/5 19:38,914750,-44,73
E2801160600002073A4A0519,1,1970/1/5 19:38,914750,-44,73
E2801160600002073A4A0519,1,1970/1/5 19:38,914750,-44,73
E2801160600002073A4A0519,1,1970/1/5 19:38,914750,-44,73
E2801160600002073A4A0529,1,1970/1/5 19:38,914750,-45,45
E2801160600002073A4A0529,1,1970/1/5 19:38,914750,-45,45
E2801160600002073A4A0529,1,1970/1/5 19:38,914750,-45,45
E2801160600002073A4A0529,1,1970/1/5 19:38,914750,-45,45
E2801160600002073A4A0539,1,1970/1/5 19:38,914750,-76,109
E2801160600002073A4A0539,1,1970/1/5 19:38,914750,-76,109
E2801160600002073A4A0539,1,1970/1/5 19:38,914750,-76,109
E2801160600002073A4A0539,1,1970/1/5 19:38,914750,-76,109
E2801160600002073A4A0519,2,1970/1/5 19:38,914750,-53,171
E2801160600002073A4A0519,2,1970/1/5 19:38,914750,-53,171
E2801160600002073A4A0519,2,1970/1/5 19:38,914750,-53,171
E2801160600002073A4A0519,2,1970/1/5 19:38,914750,-53,171
E2801160600002073A4A0529,2,1970/1/5 19:38,914750,-62,2
E2801160600002073A4A0529,2,1970/1/5 19:38,914750,-62,2
E2801160600002073A4A0529,2,1970/1/5 19:38,914750,-62,2
E2801160600002073A4A0529,2,1970/1/5 19:38,914750,-62,2
E2801160600002073A4A0519,3,1970/1/5 19:38,914750,-64,171
E2801160600002073A4A0519,3,1970/1/5 19:38,914750,-64,171
E2801160600002073A4A0519,3,1970/1/5 19:38,914750,-64,171
E2801160600002073A4A0519,3,1970/1/5 19:38,914750,-64,171
E2801160600002073A4A0529,3,1970/1/5 19:38,914750,-69,154
E2801160600002073A4A0529,3,1970/1/5 19:38,914750,-69,154
E2801160600002073A4A0529,3,1970/1/5 19:38,914750,-69,154
E2801160600002073A4A0529,3,1970/1/5 19:38,914750,-69,154
E2801160600002073A4A0539,3,1970/1/5 19:38,914750,-77,135
E2801160600002073A4A0539,3,1970/1/5 19:38,914750,-77,135
E2801160600002073A4A0539,3,1970/1/5 19:38,914750,-77,135
E2801160600002073A4A0539,3,1970/1/5 19:38,914750,-77,135
E2801160600002073A4A0539,1,1970/1/5 19:38,914750,-75,137
E2801160600002073A4A0539,1,1970/1/5 19:38,914750,-75,137
E2801160600002073A4A0539,1,1970/1/5 19:38,914750,-75,137
E2801160600002073A4A0539,1,1970/1/5 19:38,914750,-75,137
E2801160600002073A4A0529,1,1970/1/5 19:38,914750,-48,39
E2801160600002073A4A0529,1,1970/1/5 19:38,914750,-48,39
E2801160600002073A4A0529,1,1970/1/5 19:38,914750,-48,39
E2801160600002073A4A0529,1,1970/1/5 19:38,914750,-48,39
E2801160600002073A4A0519,1,1970/1/5 19:38,914750,-45,84
E2801160600002073A4A0519,1,1970/1/5 19:38,914750,-45,84
E2801160600002073A4A0519,1,1970/1/5 19:38,914750,-45,84
E2801160600002073A4A0519,1,1970/1/5 19:38,914750,-45,84
E2801160600002073A4A0529,2,1970/1/5 19:38,914750,-61,157
E2801160600002073A4A0529,2,1970/1/5 19:38,914750,-61,157
E2801160600002073A4A0529,2,1970/1/5 19:38,914750,-61,157
E2801160600002073A4A0529,2,1970/1/5 19:38,914750,-61,157
E2801160600002073A4A0519,2,1970/1/5 19:38,914750,-52,165
E2801160600002073A4A0519,2,1970/1/5 19:38,914750,-52,165
E2801160600002073A4A0519,2,1970/1/5 19:38,914750,-52,165
