EPC,Ant,Time,Frequency,RSSI,Phase
E2801160600002073A4A0529,1,25573.804131944400 ,922750,-54,81
E2801160600002073A4A0529,1,25573.804131944400 ,922750,-54,81
E2801160600002073A4A0519,1,25573.804131944400 ,922750,-55,98
E2801160600002073A4A0519,1,25573.804131944400 ,922750,-55,98
E2801160600002073A4A0529,2,25573.804131944400 ,922750,-70,154
E2801160600002073A4A0529,2,25573.804131944400 ,922750,-70,154
E2801160600002073A4A0519,2,25573.804131944400 ,922750,-74,168
E2801160600002073A4A0519,2,25573.804131944400 ,922750,-74,168
E2801160600002073A4A0529,3,25573.804131944400 ,922750,-63,8
E2801160600002073A4A0529,3,25573.804131944400 ,922750,-63,8
E2801160600002073A4A0519,3,25573.804131944400 ,922750,-68,177
E2801160600002073A4A0519,3,25573.804131944400 ,922750,-68,177
E2801160600002073A4A0529,1,25573.804131944400 ,922750,-51,59
E2801160600002073A4A0529,1,25573.804131944400 ,922750,-51,59
E2801160600002073A4A0519,1,25573.804131944400 ,922750,-54,90
E2801160600002073A4A0519,1,25573.804131944400 ,922750,-54,90
E2801160600002073A4A0529,2,25573.804131944400 ,922750,-70,140
E2801160600002073A4A0529,2,25573.804131944400 ,922750,-70,140
E2801160600002073A4A0519,2,25573.804131944400 ,922750,-72,149
E2801160600002073A4A0519,2,25573.804131944400 ,922750,-72,149
E2801160600002073A4A0519,3,25573.804131944400 ,922750,-70,30
E2801160600002073A4A0519,3,25573.804131944400 ,922750,-70,30
E2801160600002073A4A0529,3,25573.804131944400 ,922750,-65,28
E2801160600002073A4A0529,3,25573.804131944400 ,922750,-65,28
E2801160600002073A4A0519,1,25573.804131944400 ,922750,-53,78
E2801160600002073A4A0519,1,25573.804131944400 ,922750,-53,78
E2801160600002073A4A0529,1,25573.804131944400 ,922750,-50,64
E2801160600002073A4A0529,1,25573.804131944400 ,922750,-50,64
E2801160600002073A4A0519,2,25573.804131944400 ,922750,-72,177
E2801160600002073A4A0519,2,25573.804131944400 ,922750,-72,177
E2801160600002073A4A0529,2,25573.804131944400 ,922750,-70,174
E2801160600002073A4A0529,2,25573.804131944400 ,922750,-70,174
E2801160600002073A4A0519,3,25573.804131944400 ,922750,-66,22
E2801160600002073A4A0519,3,25573.804131944400 ,922750,-66,22
E2801160600002073A4A0529,3,25573.804131944400 ,922750,-62,33
E2801160600002073A4A0529,3,25573.804131944400 ,922750,-62,33
E2801160600002073A4A0519,1,25573.804131944400 ,904250,-53,132
E2801160600002073A4A0519,1,25573.804131944400 ,904250,-53,132
E2801160600002073A4A0529,1,25573.804131944400 ,904250,-47,135
E2801160600002073A4A0529,1,25573.804131944400 ,904250,-47,135
E2801160600002073A4A0519,2,25573.804131944400 ,904250,-74,67
E2801160600002073A4A0519,2,25573.804131944400 ,904250,-74,67
E2801160600002073A4A0529,2,25573.804131944400 ,904250,-70,90
E2801160600002073A4A0529,2,25573.804131944400 ,904250,-70,90
E2801160600002073A4A0529,3,25573.804131944400 ,904250,-62,140
E2801160600002073A4A0529,3,25573.804131944400 ,904250,-62,140
E2801160600002073A4A0519,3,25573.804131944400 ,904250,-69,104
E2801160600002073A4A0519,3,25573.804131944400 ,904250,-69,104
E200497E93D2893134FFAA24,3,25573.804131944400 ,904250,-79,120
E200497E93D2893134FFAA24,3,25573.804131944400 ,904250,-79,120
E2801160600002073A4A0519,1,25573.804131944400 ,904250,-60,123
E2801160600002073A4A0519,1,25573.804131944400 ,904250,-60,123
E2801160600002073A4A0529,1,25573.804131944400 ,904250,-58,118
E2801160600002073A4A0529,1,25573.804131944400 ,904250,-58,118
E2801160600002073A4A0519,2,25573.804131944400 ,904250,-74,109
E2801160600002073A4A0519,2,25573.804131944400 ,904250,-74,109
E2801160600002073A4A0529,2,25573.804131944400 ,904250,-64,109
E2801160600002073A4A0529,2,25573.804131944400 ,904250,-64,109
E2801160600002073A4A0519,3,25573.804131944400 ,904250,-66,78
E2801160600002073A4A0519,3,25573.804131944400 ,904250,-66,78
E2801160600002073A4A0529,3,25573.804131944400 ,904250,-62,129
E2801160600002073A4A0529,3,25573.804131944400 ,904250,-62,129
E2801160600002073A4A0529,1,25573.804131944400 ,917250,-66,16
E2801160600002073A4A0529,1,25573.804131944400 ,917250,-66,16
E2801160600002073A4A0519,1,25573.804131944400 ,917250,-61,19
E2801160600002073A4A0519,1,25573.804131944400 ,917250,-61,19
E2801160600002073A4A0519,2,25573.804143518500 ,917250,-70,118
E2801160600002073A4A0519,2,25573.804143518500 ,917250,-70,118
E2801160600002073A4A0529,2,25573.804143518500 ,917250,-65,106
E2801160600002073A4A0529,2,25573.804143518500 ,917250,-65,106
E2801160600002073A4A0529,3,25573.804143518500 ,917250,-63,5
E2801160600002073A4A0529,3,25573.804143518500 ,917250,-63,5
E2801160600002073A4A0519,3,25573.804143518500 ,917250,-66,129
E2801160600002073A4A0519,3,25573.804143518500 ,917250,-66,129
E2801160600002073A4A0529,1,25573.804143518500 ,917250,-72,101
E2801160600002073A4A0529,1,25573.804143518500 ,917250,-72,101
E2801160600002073A4A0519,1,25573.804143518500 ,917250,-62,171
E2801160600002073A4A0519,1,25573.804143518500 ,917250,-62,171
E2801160600002073A4A0539,1,25573.804143518500 ,917250,-77,140
E2801160600002073A4A0539,1,25573.804143518500 ,917250,-77,140
E2801160600002073A4A0529,2,25573.804143518500 ,917250,-66,92
E2801160600002073A4A0529,2,25573.804143518500 ,917250,-66,92
E2801160600002073A4A0519,2,25573.804143518500 ,917250,-70,101
E2801160600002073A4A0519,2,25573.804143518500 ,917250,-70,101
E2801160600002073A4A0529,3,25573.804143518500 ,917250,-64,157
E2801160600002073A4A0529,3,25573.804143518500 ,917250,-64,157
E2801160600002073A4A0519,3,25573.804143518500 ,917250,-65,123
E2801160600002073A4A0519,3,25573.804143518500 ,917250,-65,123
E2801160600002073A4A0529,1,25573.804143518500 ,909750,-67,2
E2801160600002073A4A0529,1,25573.804143518500 ,909750,-67,2
