EPC,Ant,Time,Frequency,RSSI,Phase,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,915250,-38,112,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,915250,-38,112,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,915250,-38,112,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,915250,-38,112,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,915250,-38,112,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,915250,-38,112,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0529,2,1970/1/5 17:59,915250,-62,132,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,2,1970/1/5 17:59,915250,-56,154,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,915250,-54,140,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,915250,-64,146,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0539,3,1970/1/5 17:59,915250,-74,129,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0549,3,1970/1/5 17:59,915250,-76,120,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:59,904750,-69,42,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:59,904750,-57,61,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0529,1,1970/1/5 17:59,904750,-35,177,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,904750,-37,168,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,904750,-37,168,,,
E2801160600002073A4A0519,1,1970/1/5 17:59,904750,-37,168,,,
