EPC,Ant,Time,Frequency,RSSI,Phase,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,904750,-63,47,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,904750,-63,47,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,904750,-63,47,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,904750,-63,47,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,904750,-63,47,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,904750,-63,47,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,904750,-63,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0519,1,1970/1/5 17:58,911250,-38,47,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2801160600002073A4A0529,1,1970/1/5 17:58,911250,-36,45,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2000017221200910820C6AD,1,1970/1/5 17:58,911250,-73,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,911250,-57,84,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,911250,-63,67,,,
