EPC,Ant,Time,Frequency,RSSI,Phase,,,
E2801160600002073A4A0519,2,1970/1/5 17:57,918750,-57,67,,,
E2801160600002073A4A0519,2,1970/1/5 17:57,918750,-57,67,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0529,2,1970/1/5 17:57,918750,-63,59,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0519,3,1970/1/5 17:57,918750,-59,11,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0529,3,1970/1/5 17:57,918750,-69,2,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0539,3,1970/1/5 17:57,918750,-79,143,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0519,1,1970/1/5 17:57,918750,-41,53,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
E2801160600002073A4A0529,1,1970/1/5 17:57,918750,-37,64,,,
