EPC,Ant,Time,Frequency,RSSI,Phase,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,924250,-41,126,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,924250,-41,126,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,924250,-41,126,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,924250,-41,126,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,924250,-41,126,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,924250,-41,126,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,924250,-62,61,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,924250,-62,61,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,924250,-62,61,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,924250,-62,61,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,924250,-62,61,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,924250,-62,61,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,924250,-62,61,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,924250,-62,61,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,924250,-57,104,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,924250,-57,104,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,924250,-57,104,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,924250,-57,104,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,924250,-57,104,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,924250,-57,104,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,924250,-57,104,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,924250,-57,104,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,924250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,924250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,924250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,924250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,924250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,924250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,924250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,924250,-57,73,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,924250,-66,61,,,
