EPC,Ant,Time,Frequency,RSSI,Phase,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,5,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,151,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,151,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,151,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,151,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,151,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,151,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,126,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,126,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,126,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,126,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,126,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,126,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,135,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,135,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,135,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,135,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,135,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,135,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,39,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,39,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,39,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,39,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,39,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,39,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0519,2,1970/1/5 17:55,921250,-56,165,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,146,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,146,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,146,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,146,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,146,,,
E2801160600002073A4A0529,2,1970/1/5 17:55,921250,-61,146,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,140,,,
E2801160600002073A4A0519,3,1970/1/5 17:55,921250,-58,140,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,109,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,109,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,109,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,109,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,109,,,
E2801160600002073A4A0529,3,1970/1/5 17:55,921250,-67,109,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,22,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,22,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,22,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,22,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,22,,,
E2801160600002073A4A0539,3,1970/1/5 17:55,921250,-79,22,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0529,1,1970/1/5 17:55,921250,-37,11,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
E2801160600002073A4A0519,1,1970/1/5 17:55,921250,-41,2,,,
