EPC,Ant,Time,Frequency,RSSI,Phase,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,904250,-38,11,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,904250,-38,11,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,904250,-38,11,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,904250,-38,11,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,904250,-38,11,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,904250,-38,11,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,904250,-38,11,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,109,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,109,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,109,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,109,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,109,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,109,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,109,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,92,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,92,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,92,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,92,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,92,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,92,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,92,,,
E2801160600002073A4A0539,3,1970/1/5 17:56,917250,-79,30,,,
E2801160600002073A4A0539,3,1970/1/5 17:56,917250,-79,30,,,
E2801160600002073A4A0539,3,1970/1/5 17:56,917250,-79,30,,,
E2801160600002073A4A0539,3,1970/1/5 17:56,917250,-79,30,,,
E2801160600002073A4A0539,3,1970/1/5 17:56,917250,-79,30,,,
E2801160600002073A4A0539,3,1970/1/5 17:56,917250,-79,30,,,
E2801160600002073A4A0539,3,1970/1/5 17:56,917250,-79,30,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,917250,-58,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,917250,-58,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,917250,-58,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,917250,-58,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,917250,-58,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,917250,-58,61,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,917250,-58,61,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-67,30,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-67,30,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-67,30,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-67,30,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-67,30,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-67,30,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-67,30,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,917250,-40,98,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,917250,-40,98,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,917250,-40,98,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,917250,-40,98,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,917250,-40,98,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,917250,-40,98,,,
E2801160600002073A4A0519,1,1970/1/5 17:56,917250,-40,98,,,
E2801160600002073A4A0529,1,1970/1/5 17:56,917250,-36,109,,,
E2801160600002073A4A0529,1,1970/1/5 17:56,917250,-36,109,,,
E2801160600002073A4A0529,1,1970/1/5 17:56,917250,-36,109,,,
E2801160600002073A4A0529,1,1970/1/5 17:56,917250,-36,109,,,
E2801160600002073A4A0529,1,1970/1/5 17:56,917250,-36,109,,,
E2801160600002073A4A0529,1,1970/1/5 17:56,917250,-36,109,,,
E2801160600002073A4A0529,1,1970/1/5 17:56,917250,-36,109,,,
E2801160600002073A4A0539,1,1970/1/5 17:56,917250,-73,151,,,
E2801160600002073A4A0539,1,1970/1/5 17:56,917250,-73,151,,,
E2801160600002073A4A0539,1,1970/1/5 17:56,917250,-73,151,,,
E2801160600002073A4A0539,1,1970/1/5 17:56,917250,-73,151,,,
E2801160600002073A4A0539,1,1970/1/5 17:56,917250,-73,151,,,
E2801160600002073A4A0539,1,1970/1/5 17:56,917250,-73,151,,,
E2801160600002073A4A0539,1,1970/1/5 17:56,917250,-73,151,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,112,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,112,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,112,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,112,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,112,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,112,,,
E2801160600002073A4A0519,2,1970/1/5 17:56,917250,-56,112,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,95,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,95,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,95,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,95,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,95,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,95,,,
E2801160600002073A4A0529,2,1970/1/5 17:56,917250,-62,95,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-68,39,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-68,39,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-68,39,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-68,39,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-68,39,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-68,39,,,
E2801160600002073A4A0529,3,1970/1/5 17:56,917250,-68,39,,,
E2801160600002073A4A0519,3,1970/1/5 17:56,917250,-58,59,,,
