EPC,Ant,Time,Frequency,RSSI,Phase,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,903250,-58,92,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,903250,-58,92,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,903250,-58,92,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,903250,-58,92,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,903250,-58,92,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,903250,-58,92,,,
E2801160600002073A4A0519,2,1970/1/5 17:58,903250,-58,92,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,2,1970/1/5 17:58,903250,-64,42,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0529,3,1970/1/5 17:58,903250,-69,67,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
E2801160600002073A4A0519,3,1970/1/5 17:58,903250,-57,73,,,
